City_ID,City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain(inches),Snow(inches)
286,286,Wanaka,NZ,-44.7,169.15,37.99,90,99,1.99,overcast clouds,0.0,0.0
287,287,Katobu,ID,-4.94,122.53,75.69,94,72,4.25,broken clouds,0.0,0.0
288,288,Kokhma,RU,56.93,41.09,54.81,77,100,3.56,overcast clouds,0.0,0.0
289,289,Zapolyarnyy,RU,69.42,30.81,46.4,68,85,18.34,overcast clouds,0.0,0.0
290,290,Okawa,JP,33.2,130.35,64.0,67,1,4.7,clear sky,0.0,0.0
291,291,Vila Praia De Ancora,PT,41.81,-8.85,79.0,50,20,10.29,few clouds,0.0,0.0
292,292,Tamandare,BR,-8.76,-35.1,82.36,74,8,7.31,clear sky,0.0,0.0
293,293,Goba,ET,7.02,39.98,51.06,86,45,2.13,scattered clouds,0.0,0.0
294,294,Luwuk,ID,-0.95,122.79,78.51,75,41,4.03,scattered clouds,0.0,0.0
295,295,Asau,RO,46.43,26.4,53.01,81,100,3.58,overcast clouds,0.0,0.0
296,296,Ozernovskiy,RU,51.5,156.52,38.8,87,100,7.87,overcast clouds,0.0,0.0
297,297,Baruun-Urt,MN,46.68,113.28,54.27,79,100,15.79,overcast clouds,0.0,0.0
298,298,Wajima,JP,37.4,136.9,59.77,80,0,5.88,clear sky,0.0,0.0
299,299,Aykhal,RU,66.0,111.5,28.4,74,90,4.47,overcast clouds,0.0,0.0
300,300,Vanavara,RU,60.34,102.28,34.18,84,51,0.98,broken clouds,0.0,0.0
301,301,Juneau,US,58.3,-134.42,55.0,62,90,5.82,overcast clouds,0.0,0.0
302,302,Traverse City,US,44.76,-85.62,71.6,88,90,3.36,heavy intensity rain,0.0,0.0
303,303,Acarau,BR,-2.89,-40.12,82.72,80,50,12.21,light rain,0.0,0.0
304,304,Evensk,RU,61.95,159.23,39.07,73,0,9.69,clear sky,0.0,0.0
305,305,La Asuncion,VE,11.03,-63.86,75.2,94,100,18.34,overcast clouds,0.0,0.0
306,306,Saint Anthony,US,45.02,-93.22,78.01,25,1,12.75,clear sky,0.0,0.0
307,307,Saldanha,ZA,-33.01,17.94,57.2,82,99,8.05,overcast clouds,0.0,0.0
308,308,Jiaonan,CN,35.88,119.98,66.2,68,56,13.42,broken clouds,0.0,0.0
309,309,Maniitsoq,GL,65.42,-52.9,34.3,88,66,7.49,broken clouds,0.0,0.0
310,310,Islamkot,PK,24.7,70.18,83.3,78,1,23.0,clear sky,0.0,0.0
311,311,Kenai,US,60.55,-151.26,60.8,31,1,16.11,clear sky,0.0,0.0
312,312,Sistranda,NO,63.73,8.83,48.2,81,75,13.87,broken clouds,0.0,0.0
313,313,Zhengjiatun,CN,43.51,123.51,59.38,65,0,10.31,clear sky,0.0,0.0
314,314,Paamiut,GL,61.99,-49.67,34.54,87,93,19.6,overcast clouds,0.0,0.0
315,315,Bull Savanna,JM,17.89,-77.59,82.35,77,100,7.54,light rain,0.0,0.0
316,316,Geraldton,AU,-28.77,114.6,60.8,72,90,8.05,overcast clouds,0.0,0.0
317,317,Kemijarvi,FI,66.71,27.43,50.32,51,95,1.81,overcast clouds,0.0,0.0
318,318,Laguna,US,38.42,-121.42,91.99,35,1,6.93,clear sky,0.0,0.0
319,319,Bucine,IT,43.48,11.61,64.99,48,0,5.99,clear sky,0.0,0.0
320,320,Punta Alta,AR,-38.88,-62.07,57.56,67,100,11.36,overcast clouds,0.0,0.0
321,321,Constitucion,CL,-35.33,-72.42,57.7,75,100,2.75,overcast clouds,0.0,0.0
322,322,Tieli,CN,46.95,128.05,52.32,64,0,4.9,clear sky,0.0,0.0
323,323,Axim,GH,4.87,-2.24,80.87,83,100,9.15,overcast clouds,0.0,0.0
324,324,Artigas,UY,-30.4,-56.47,69.89,71,0,7.87,clear sky,0.0,0.0
325,325,Soller,ES,39.77,2.72,71.6,60,0,10.29,clear sky,0.0,0.0
326,326,Faanui,PF,-16.48,-151.75,81.68,78,7,15.43,clear sky,0.0,0.0
327,327,Teltow,DE,52.4,13.27,63.0,51,0,14.99,clear sky,0.0,0.0
328,328,Nelson Bay,AU,-32.72,152.15,54.0,100,40,8.05,scattered clouds,0.0,0.0
329,329,Aswan,EG,24.09,32.91,86.41,13,0,20.45,clear sky,0.0,0.0
330,330,Alice Springs,AU,-23.7,133.88,44.6,56,0,3.36,clear sky,0.0,0.0
331,331,Malpe,IN,13.35,74.72,84.2,79,20,3.36,few clouds,0.0,0.0
332,332,Camacha,PT,33.08,-16.33,69.8,73,20,16.11,few clouds,0.0,0.0
333,333,Roma,US,43.21,-75.46,80.6,57,90,9.17,overcast clouds,0.0,0.0
334,334,Jumla,NP,29.27,82.18,52.54,66,100,2.08,overcast clouds,0.0,0.0
335,335,Iquique,CL,-20.22,-70.14,71.6,60,40,8.05,scattered clouds,0.0,0.0
336,336,Aden,YE,12.78,45.04,92.23,60,100,2.19,overcast clouds,0.0,0.0
337,337,Baturaja,ID,-4.13,104.17,74.75,96,42,2.62,scattered clouds,0.0,0.0
338,338,Salalah,OM,17.02,54.09,78.8,94,90,5.82,light rain,0.0,0.0
339,339,Sorland,NO,67.67,12.69,44.6,100,75,14.99,shower rain,0.0,0.0
340,340,Mersing,MY,2.43,103.84,78.8,94,47,5.82,scattered clouds,0.0,0.0
341,341,Impfondo,CG,1.64,18.07,79.3,71,89,0.56,overcast clouds,0.0,0.0
342,342,Benghazi,LY,32.12,20.07,66.88,68,0,14.34,clear sky,0.0,0.0
343,343,Raga,SS,8.46,25.68,79.65,67,100,2.98,overcast clouds,0.0,0.0
344,344,Pochutla,MX,15.74,-96.47,93.0,62,20,13.87,few clouds,0.0,0.0
345,345,Wajid,SO,3.81,43.25,78.82,75,82,12.44,broken clouds,0.0,0.0
346,346,Port Macquarie,AU,-31.43,152.92,52.0,100,3,2.24,clear sky,0.0,0.0
347,347,Redmond,US,47.67,-122.12,75.99,50,100,4.47,overcast clouds,0.0,0.0
348,348,Bambanglipuro,ID,-7.95,110.28,76.46,88,100,4.14,overcast clouds,0.0,0.0
349,349,Port Hawkesbury,CA,45.62,-61.35,86.0,40,1,11.41,clear sky,0.0,0.0
350,350,Ahuimanu,US,21.44,-157.84,84.2,51,75,14.99,broken clouds,0.0,0.0
351,351,Nishihara,JP,26.18,127.76,75.2,69,75,5.82,broken clouds,0.0,0.0
352,352,General Pico,AR,-35.66,-63.76,66.54,44,0,5.53,clear sky,0.0,0.0
353,353,Atar,MR,20.52,-13.05,103.35,8,92,8.61,overcast clouds,0.0,0.0
354,354,Haines Junction,CA,60.75,-137.51,63.45,29,93,7.54,overcast clouds,0.0,0.0
355,355,Port Keats,AU,-14.25,129.55,71.17,40,100,8.14,overcast clouds,0.0,0.0
356,356,Sale,MA,34.04,-6.82,69.8,77,40,8.05,scattered clouds,0.0,0.0
357,357,Perevolotskiy,RU,51.88,54.19,58.44,82,0,12.75,clear sky,0.0,0.0
358,358,Fallon,US,39.47,-118.78,90.0,8,1,3.36,clear sky,0.0,0.0
359,359,Santa Fe,AR,-31.63,-60.7,75.0,49,0,5.01,clear sky,0.0,0.0
360,360,Shenkursk,RU,62.11,42.9,53.4,70,10,5.37,clear sky,0.0,0.0
361,361,Bereda,ES,43.27,-7.54,81.0,47,1,5.99,clear sky,0.0,0.0
362,362,Verkhnevilyuysk,RU,63.45,120.32,29.79,96,91,7.16,overcast clouds,0.0,0.0
363,363,Charters Towers,AU,-20.1,146.27,55.85,83,0,2.84,clear sky,0.0,0.0
364,364,Skibbereen,IE,51.55,-9.27,62.6,72,96,16.11,overcast clouds,0.0,0.0
365,365,Dibulla,CO,11.27,-73.31,83.97,78,99,5.99,moderate rain,0.0,0.0
366,366,Chara,RU,56.91,118.26,37.15,77,2,2.59,clear sky,0.0,0.0
367,367,Iqaluit,CA,63.75,-68.51,26.6,68,75,9.17,broken clouds,0.0,0.0
368,368,Kuytun,RU,54.34,101.5,36.88,85,43,6.67,scattered clouds,0.0,0.0
369,369,Yuci,CN,37.68,112.73,64.4,34,0,2.24,clear sky,0.0,0.0
370,370,San Matias,BO,-16.37,-58.4,84.78,33,0,3.04,clear sky,0.0,0.0
371,371,Doha,QA,25.29,51.53,91.99,75,0,3.36,clear sky,0.0,0.0
372,372,Filadelfia,US,39.95,-75.16,80.01,74,90,11.41,overcast clouds,0.0,0.0
373,373,Richards Bay,ZA,-28.78,32.04,61.34,49,0,7.25,clear sky,0.0,0.0
374,374,Salinopolis,BR,-0.61,-47.36,84.7,70,0,12.35,clear sky,0.0,0.0
375,375,Liverpool,GB,53.41,-2.98,75.2,38,72,6.93,broken clouds,0.0,0.0
376,376,Lasa,IT,46.62,10.7,48.2,87,40,4.7,scattered clouds,0.0,0.0
377,377,Padang,ID,-0.95,100.35,79.75,82,100,2.57,overcast clouds,0.0,0.0
378,378,Chilca,PE,-12.52,-76.74,71.6,73,90,6.93,overcast clouds,0.0,0.0
379,379,Deputatskiy,RU,69.3,139.9,30.78,98,100,5.39,overcast clouds,0.0,0.0
380,380,Gresham,US,45.5,-122.43,81.0,34,1,5.82,clear sky,0.0,0.0
381,381,Marsa Matruh,EG,31.35,27.25,66.76,66,0,13.96,clear sky,0.0,0.0
382,382,Calabozo,VE,8.92,-67.43,80.69,80,100,3.53,overcast clouds,0.0,0.0
383,383,Phuket,TH,8.0,98.25,82.4,88,20,2.24,few clouds,0.0,0.0
384,384,Gillette,US,44.29,-105.5,59.0,50,90,11.41,overcast clouds,0.0,0.0
385,385,Balabac,PH,7.99,117.06,84.2,72,100,6.33,overcast clouds,0.0,0.0
386,386,Bundaberg,AU,-24.85,152.35,60.8,77,0,5.82,clear sky,0.0,0.0
387,387,Touros,BR,-5.2,-35.46,86.0,70,40,13.87,scattered clouds,0.0,0.0
388,388,Bojnurd,IR,37.47,57.33,69.8,37,0,1.7,clear sky,0.0,0.0
389,389,Ostra,IT,43.61,13.16,69.8,30,0,2.24,clear sky,0.0,0.0
390,390,Anloga,GH,5.79,0.9,75.2,94,40,5.82,thunderstorm,0.0,0.0
391,391,Tiksi,RU,71.69,128.87,27.09,97,100,5.97,overcast clouds,0.0,0.0
392,392,Dolores,AR,-36.31,-57.68,64.56,59,99,5.66,overcast clouds,0.0,0.0
393,393,Moa,CU,20.66,-74.94,85.15,67,100,10.2,overcast clouds,0.0,0.0
394,394,Kabo,CF,7.7,18.63,81.9,62,78,1.95,broken clouds,0.0,0.0
395,395,Kaoma,ZM,-14.78,24.8,61.32,37,0,3.58,clear sky,0.0,0.0
396,396,Divnogorsk,RU,55.96,92.36,46.4,70,0,3.31,clear sky,0.0,0.0
397,397,Warrensburg,US,38.76,-93.74,66.0,100,100,4.7,moderate rain,0.0,0.0
398,398,San Patricio,MX,19.22,-104.7,80.6,69,5,11.41,clear sky,0.0,0.0
399,399,Ruiru,KE,-1.16,36.96,69.8,72,75,8.05,broken clouds,0.0,0.0
400,400,Sorong,ID,-0.88,131.25,81.23,83,100,7.67,light rain,0.0,0.0
401,401,Keta,GH,5.92,0.99,75.2,94,40,5.82,thunderstorm,0.0,0.0
402,402,Waingapu,ID,-9.66,120.26,77.85,83,100,3.6,overcast clouds,0.0,0.0
403,403,Daru,PG,-9.08,143.21,78.26,88,100,13.58,light rain,0.0,0.0
404,404,Murgab,TM,37.5,61.97,86.0,28,0,4.7,clear sky,0.0,0.0
405,405,Seoul,KR,37.57,126.98,57.2,100,0,1.12,clear sky,0.0,0.0
406,406,Kroya,ID,-7.63,109.25,77.16,88,100,4.18,overcast clouds,0.0,0.0
407,407,Verkhoyansk,RU,67.54,133.38,29.25,97,100,8.37,snow,0.0,0.0
408,408,Elko,US,41.0,-115.5,82.4,28,1,3.53,clear sky,0.0,0.0
409,409,Oussouye,SN,12.48,-16.55,89.6,78,1,4.7,clear sky,0.0,0.0
410,410,Bonthe,SL,7.53,-12.51,80.89,86,100,7.87,light rain,0.0,0.0
411,411,Jalingo,NG,8.88,11.37,83.77,69,78,5.64,light rain,0.0,0.0
412,412,Rudnichnyy,RU,59.62,52.47,48.97,85,0,4.76,clear sky,0.0,0.0
413,413,Sawakin,SD,19.11,37.33,87.24,44,0,7.07,clear sky,0.0,0.0
414,414,Esperance,AU,-33.87,121.9,55.4,66,0,13.87,clear sky,0.0,0.0
415,415,Visby,SE,57.64,18.3,57.0,71,58,6.93,broken clouds,0.0,0.0
416,416,Mangrol,IN,21.12,70.12,84.15,84,40,15.82,scattered clouds,0.0,0.0
417,417,Port Moresby,PG,-9.44,147.18,75.87,92,100,6.42,overcast clouds,0.0,0.0
418,418,Dingle,PH,11.0,122.67,79.38,82,94,2.44,overcast clouds,0.0,0.0
419,419,Palmerston,AU,-12.49,130.98,70.0,82,78,3.36,broken clouds,0.0,0.0
420,420,Abu Dhabi,AE,24.47,54.37,91.4,70,0,4.7,clear sky,0.0,0.0
421,421,Jalu,LY,29.03,21.55,70.02,30,0,3.27,clear sky,0.0,0.0
422,422,Le Vauclin,MQ,14.55,-60.84,89.6,55,75,13.87,broken clouds,0.0,0.0
423,423,Moree,AU,-29.47,149.85,44.6,87,0,4.12,clear sky,0.0,0.0
424,424,Gorontalo,ID,0.54,123.06,76.05,86,81,2.33,broken clouds,0.0,0.0
425,425,Zaraza,VE,9.35,-65.32,95.58,39,100,6.22,overcast clouds,0.0,0.0
426,426,Meiganga,CM,6.52,14.3,69.26,91,100,2.06,light rain,0.0,0.0
427,427,Dodola,ET,6.98,39.18,57.54,83,100,3.76,light rain,0.0,0.0
428,428,Torbay,CA,47.67,-52.73,57.99,93,90,12.75,overcast clouds,0.0,0.0
429,429,Sena Madureira,BR,-9.07,-68.66,90.91,34,22,0.56,few clouds,0.0,0.0
430,430,Azul,AR,-36.78,-59.86,61.3,66,44,9.6,scattered clouds,0.0,0.0
431,431,Eeklo,BE,51.19,3.56,66.0,58,0,1.99,clear sky,0.0,0.0
432,432,Todos Santos,MX,23.45,-110.22,66.0,81,1,8.99,clear sky,0.0,0.0
433,433,Bahia Honda,CU,22.9,-83.16,87.31,63,27,11.36,scattered clouds,0.0,0.0
434,434,Prieska,ZA,-29.66,22.75,51.64,41,0,5.48,clear sky,0.0,0.0
435,435,Vertientes,CU,21.26,-78.15,87.8,62,100,13.87,overcast clouds,0.0,0.0
436,436,Prince Albert,CA,53.2,-105.77,48.2,66,90,11.41,overcast clouds,0.0,0.0
437,437,Neiafu,TO,-18.65,-173.98,73.4,94,75,8.37,broken clouds,0.0,0.0
438,438,Barranca,PE,-10.75,-77.77,71.71,67,55,7.54,broken clouds,0.0,0.0
439,439,Nyuksenitsa,RU,60.41,44.24,52.72,72,66,4.18,broken clouds,0.0,0.0
440,440,Barcelos,PT,41.54,-8.62,87.01,69,15,9.17,few clouds,0.0,0.0
441,441,Orlik,RU,52.52,99.83,33.71,90,100,7.56,snow,0.0,0.0
442,442,Bowen,AU,-20.02,148.23,61.0,93,0,7.83,clear sky,0.0,0.0
443,443,Havre-Saint-Pierre,CA,50.23,-63.6,64.4,68,1,21.92,clear sky,0.0,0.0
444,444,Nynashamn,SE,58.9,17.95,59.0,38,44,6.93,scattered clouds,0.0,0.0
445,445,Muroto,JP,33.28,134.15,68.49,61,0,6.11,clear sky,0.0,0.0
446,446,Vyshkov,RU,52.48,31.69,59.0,62,90,11.18,overcast clouds,0.0,0.0
447,447,Kentau,KZ,43.52,68.51,70.79,22,0,12.95,clear sky,0.0,0.0
448,448,Yeppoon,AU,-23.13,150.73,55.4,87,96,6.24,overcast clouds,0.0,0.0
449,449,Hukuntsi,BW,-24.0,21.75,55.38,31,0,6.96,clear sky,0.0,0.0
450,450,Flinders,AU,-34.58,150.86,55.0,91,29,1.01,scattered clouds,0.0,0.0
451,451,Okhotsk,RU,59.38,143.3,37.63,88,98,6.24,overcast clouds,0.0,0.0
452,452,Nouadhibou,MR,20.93,-17.03,75.2,60,0,24.16,sand,0.0,0.0
453,453,Kirkuk,IQ,35.47,44.39,92.68,14,0,11.74,clear sky,0.0,0.0
454,454,Eureka,US,40.8,-124.16,64.99,61,2,3.0,clear sky,0.0,0.0
455,455,Buala,SB,-8.14,159.59,80.69,79,77,5.39,broken clouds,0.0,0.0
456,456,Winneba,GH,5.35,-0.62,75.2,100,90,11.41,thunderstorm with light rain,0.0,0.0
457,457,Natal,BR,-5.79,-35.21,86.0,70,40,13.87,scattered clouds,0.0,0.0
458,458,Bondo,CD,3.81,23.69,70.93,98,100,1.81,moderate rain,0.0,0.0
459,459,Puerto Quijarro,BO,-17.78,-57.77,84.61,32,0,4.05,clear sky,0.0,0.0
460,460,Vavoua,CI,7.38,-6.48,80.73,74,100,1.63,overcast clouds,0.0,0.0
461,461,Kaeo,NZ,-35.1,173.78,57.99,3,100,5.01,moderate rain,0.0,0.0
462,462,Ariquemes,BR,-9.91,-63.04,83.91,62,94,3.76,overcast clouds,0.0,0.0
463,463,Senanga,ZM,-16.12,23.27,63.27,32,0,4.7,clear sky,0.0,0.0
464,464,Tezu,IN,27.92,96.17,71.1,68,89,3.24,overcast clouds,0.0,0.0
465,465,Kidal,ML,18.44,1.41,86.77,34,54,8.61,broken clouds,0.0,0.0
466,466,Sungaipenuh,ID,-2.08,101.38,65.91,95,78,2.44,broken clouds,0.0,0.0
467,467,Big Spring,US,32.25,-101.48,84.2,25,1,18.34,clear sky,0.0,0.0
468,468,Bathsheba,BB,13.22,-59.52,84.2,70,40,17.22,scattered clouds,0.0,0.0
469,469,Luau,AO,-10.71,22.22,68.72,41,5,3.83,clear sky,0.0,0.0
470,470,Tazovskiy,RU,67.47,78.7,45.39,69,98,11.5,overcast clouds,0.0,0.0
471,471,Tyup,KG,42.73,78.36,56.35,38,0,4.18,clear sky,0.0,0.0
472,472,San Luis Rio Colorado,MX,32.46,-114.78,102.99,14,1,17.22,clear sky,0.0,0.0
473,473,Roald,NO,62.58,6.13,52.0,76,100,8.05,overcast clouds,0.0,0.0
474,474,Porto Walter,BR,-8.27,-72.74,91.69,35,23,2.15,few clouds,0.0,0.0
475,475,Varkaus,FI,62.32,27.87,57.2,51,9,8.05,clear sky,0.0,0.0
476,476,Bezhetsk,RU,57.79,36.7,54.0,82,64,6.24,broken clouds,0.0,0.0
477,477,Takaka,NZ,-40.85,172.8,51.01,84,89,5.01,light rain,0.0,0.0
478,478,Bayir,TR,37.27,28.22,64.4,59,40,10.29,scattered clouds,0.0,0.0
479,479,Maumere,ID,-8.62,122.21,78.87,81,84,1.61,broken clouds,0.0,0.0
480,480,Ulety,RU,51.36,112.48,45.18,61,81,5.64,broken clouds,0.0,0.0
481,481,Leningradskiy,RU,69.38,178.42,35.33,85,0,4.97,clear sky,0.0,0.0
482,482,Pasni,PK,25.26,63.47,85.01,79,0,15.88,clear sky,0.0,0.0
483,483,Bilibino,RU,68.05,166.44,36.43,78,0,3.6,clear sky,0.0,0.0
484,484,Mehamn,NO,71.04,27.85,43.34,74,79,22.73,broken clouds,0.0,0.0
485,485,Mvangue,CM,2.97,11.52,70.77,97,100,2.19,light rain,0.0,0.0
486,486,Florianopolis,BR,-27.61,-48.5,73.4,46,0,9.17,clear sky,0.0,0.0
487,487,Spencer,US,43.14,-95.14,78.8,34,1,21.92,clear sky,0.0,0.0
488,488,Barra Do Garcas,BR,-15.89,-52.26,79.12,43,0,2.77,clear sky,0.0,0.0
489,489,Hualmay,PE,-11.1,-77.61,71.46,68,60,7.34,broken clouds,0.0,0.0
490,490,Surgut,RU,61.25,73.42,59.0,82,40,11.18,thunderstorm,0.0,0.0
491,491,Kavaratti,IN,10.57,72.64,85.86,76,100,8.81,light rain,0.0,0.0
492,492,Bracebridge,CA,45.03,-79.32,75.2,69,90,9.17,light rain,0.0,0.0
493,493,Gamba,GA,-2.65,10.0,76.33,89,75,6.96,broken clouds,0.0,0.0
494,494,Taragual,HN,14.75,-88.48,82.06,59,97,2.44,light rain,0.0,0.0
495,495,Baberu,IN,25.55,80.72,94.75,26,16,14.09,few clouds,0.0,0.0
496,496,Sakete,BJ,6.74,2.66,76.39,94,100,9.82,heavy intensity rain,0.0,0.0
497,497,Turukhansk,RU,65.82,87.98,39.24,74,0,0.09,clear sky,0.0,0.0
498,498,Kwinana,AU,-32.25,115.77,62.01,100,40,12.75,moderate rain,0.0,0.0
499,499,Kavieng,PG,-2.57,150.8,81.84,76,12,4.21,light rain,0.0,0.0
500,500,Jesus Carranza,MX,17.43,-95.03,103.41,30,81,5.19,broken clouds,0.0,0.0
501,501,Cam Ranh,VN,11.92,109.16,84.2,83,20,1.12,few clouds,0.0,0.0
502,502,Teya,RU,60.38,92.63,38.89,70,0,2.21,clear sky,0.0,0.0
503,503,Saint-Georges,GD,12.06,-61.75,87.8,66,20,18.34,few clouds,0.0,0.0
504,504,Palmas,BR,-10.21,-48.36,89.6,59,40,8.05,shower rain,0.0,0.0
505,505,Iskateley,RU,67.68,53.15,46.65,67,0,5.26,clear sky,0.0,0.0
506,506,Kilbirnie,GB,55.75,-4.69,73.4,49,100,2.24,overcast clouds,0.0,0.0
507,507,Yablonovo,RU,50.85,37.36,62.6,77,100,11.18,overcast clouds,0.0,0.0
