City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain(inches),Snow(inches)
150,Salalah,OM,17.02,54.09,78.8,94,90,4.7,light rain,0.0,0.0
151,Maneadero,MX,31.72,-116.57,70.0,78,5,4.0,clear sky,0.0,0.0
152,Mandalgovi,MN,45.76,106.27,44.87,71,33,22.28,scattered clouds,0.0,0.0
153,Boende,CD,-0.22,20.87,82.31,64,78,2.68,broken clouds,0.0,0.0
154,Hovd,MN,48.01,91.64,46.0,52,67,5.12,broken clouds,0.0,0.0
155,Coruripe,BR,-10.13,-36.18,81.16,79,65,10.74,light rain,0.0,0.0
156,Belyy Yar,RU,53.6,91.39,48.2,93,100,3.15,light rain,0.0,0.0
157,Saryagash,KZ,41.45,69.17,80.6,54,0,6.93,clear sky,0.0,0.0
158,Bocaiuva,BR,-17.11,-43.81,82.4,26,0,4.7,clear sky,0.0,0.0
159,Taonan,CN,45.33,122.78,65.19,54,0,12.37,clear sky,0.0,0.0
160,Bogorodskoye,RU,56.55,37.88,55.51,81,54,4.83,broken clouds,0.0,0.0
161,Chase,CA,50.82,-119.69,66.0,45,91,3.29,overcast clouds,0.0,0.0
162,Tabuk,PH,17.42,121.44,77.11,85,99,1.52,overcast clouds,0.0,0.0
163,Esmeraldas,BR,-19.76,-44.31,78.8,31,0,2.24,clear sky,0.0,0.0
164,Bathsheba,BB,13.22,-59.52,86.0,66,40,17.22,scattered clouds,0.0,0.0
165,Liverpool,GB,53.41,-2.98,77.0,38,48,8.05,scattered clouds,0.0,0.0
166,Bari,IT,41.12,16.85,66.99,52,62,10.29,broken clouds,0.0,0.0
167,Kirkwall,GB,58.98,-2.96,53.6,87,75,6.93,broken clouds,0.0,0.0
168,Egvekinot,RU,66.32,-179.17,29.7,100,100,5.39,light snow,0.0,0.0
169,Savinka,RU,50.08,47.1,65.14,69,0,10.76,clear sky,0.0,0.0
170,Bezhetsk,RU,57.79,36.7,56.52,77,58,6.15,broken clouds,0.0,0.0
171,Catabola,AO,-12.15,17.28,66.92,46,61,4.27,broken clouds,0.0,0.0
172,Darhan,MN,49.49,105.92,44.13,72,100,7.49,overcast clouds,0.0,0.0
173,Severomuysk,RU,56.15,113.43,28.72,95,16,4.07,few clouds,0.0,0.0
174,Te Anau,NZ,-45.42,167.72,41.94,85,64,0.87,broken clouds,0.0,0.0
175,Ixtapa,MX,20.7,-105.2,82.99,58,5,9.17,clear sky,0.0,0.0
176,Pinczow,PL,50.52,20.53,60.01,62,83,1.99,light rain,0.0,0.0
177,Rock Sound,BS,24.9,-76.2,79.2,80,56,13.76,broken clouds,0.0,0.0
178,Bulaevo,KZ,54.91,70.44,63.79,54,96,7.85,overcast clouds,0.0,0.0
179,Nome,US,64.5,-165.41,43.0,93,75,2.3,broken clouds,0.0,0.0
180,Shimoda,JP,34.67,138.95,57.0,84,79,8.03,broken clouds,0.0,0.0
181,Srednekolymsk,RU,67.45,153.68,47.48,50,0,19.1,clear sky,0.0,0.0
182,Mehamn,NO,71.04,27.85,43.79,73,85,23.78,overcast clouds,0.0,0.0
183,Shanghai,CN,31.22,121.46,75.2,83,100,6.71,mist,0.0,0.0
184,Atar,MR,20.52,-13.05,107.06,7,15,10.25,few clouds,0.0,0.0
185,Kuandian,CN,40.73,124.78,51.03,86,0,0.87,clear sky,0.0,0.0
186,Tobol,KZ,52.68,62.58,68.54,52,79,7.4,broken clouds,0.0,0.0
187,Poum,NC,-20.23,164.02,75.79,80,46,13.02,scattered clouds,0.0,0.0
188,Marti,CU,22.95,-80.92,89.6,66,40,5.82,scattered clouds,0.0,0.0
189,Zambezi,ZM,-13.54,23.1,66.16,36,51,4.14,broken clouds,0.0,0.0
190,Indian Head,US,38.6,-77.16,78.01,88,90,5.82,overcast clouds,0.0,0.0
191,Kayerkan,RU,69.35,87.76,37.4,82,75,8.95,broken clouds,0.0,0.0
192,Clyde River,CA,70.47,-68.59,28.4,92,75,19.46,broken clouds,0.0,0.0
193,Inta,RU,66.03,60.17,45.48,91,100,18.34,light rain,0.0,0.0
194,Nyrob,RU,60.73,56.72,50.97,79,18,6.53,few clouds,0.0,0.0
195,Roccastrada,IT,43.01,11.17,77.0,33,20,11.41,few clouds,0.0,0.0
196,Avera,US,33.19,-82.53,86.0,66,75,8.05,broken clouds,0.0,0.0
197,Skjervoy,NO,70.03,20.97,42.51,87,100,22.7,light rain,0.0,0.0
198,Develi,TR,38.39,35.49,66.2,45,0,9.17,clear sky,0.0,0.0
199,Tura,IN,25.52,90.22,71.76,92,3,4.41,clear sky,0.0,0.0
200,Constitucion,CL,-35.33,-72.42,57.0,75,97,1.95,overcast clouds,0.0,0.0
201,Lata,PT,40.16,-8.33,84.0,51,13,5.01,few clouds,0.0,0.0
202,Ovalle,CL,-30.6,-71.2,67.05,46,93,4.92,overcast clouds,0.0,0.0
203,Provideniya,RU,64.38,-173.3,32.79,96,100,7.61,snow,0.0,0.0
204,Chimbote,PE,-9.09,-78.58,72.9,70,56,9.15,broken clouds,0.0,0.0
205,Diapaga,BF,12.07,1.79,94.28,33,16,7.18,few clouds,0.0,0.0
206,Yabrud,SY,33.97,36.66,68.0,42,0,19.46,clear sky,0.0,0.0
207,Oksfjord,NO,70.24,22.35,48.2,57,75,13.87,broken clouds,0.0,0.0
208,Sioux Lookout,CA,50.1,-91.92,68.0,37,40,12.75,scattered clouds,0.0,0.0
209,Havelock,US,34.88,-76.9,80.6,78,90,8.05,overcast clouds,0.0,0.0
210,Ponta Delgada,PT,37.73,-25.67,64.4,55,20,13.87,few clouds,0.0,0.0
211,Sao Geraldo Do Araguaia,BR,-6.4,-48.55,84.79,74,59,2.86,light rain,0.0,0.0
212,Jiexiu,CN,37.02,111.91,69.8,24,53,7.07,broken clouds,0.0,0.0
213,Muzhi,RU,65.37,64.67,52.0,95,100,12.28,light rain,0.0,0.0
214,Kankakee,US,41.15,-87.87,78.8,65,75,17.22,broken clouds,0.0,0.0
215,Huarmey,PE,-10.07,-78.15,72.48,67,54,7.74,broken clouds,0.0,0.0
216,Salekhard,RU,66.53,66.6,50.16,87,100,19.48,moderate rain,0.0,0.0
217,Dustlik,UZ,40.52,68.04,80.96,35,0,9.64,clear sky,0.0,0.0
218,Nanakuli,US,21.39,-158.15,75.2,88,40,4.7,scattered clouds,0.0,0.0
219,Palu,ID,-0.89,119.87,75.16,81,90,2.15,light rain,0.0,0.0
220,Bambanglipuro,ID,-7.95,110.28,76.24,88,100,3.13,overcast clouds,0.0,0.0
221,Abha,SA,18.22,42.51,73.4,53,20,5.82,few clouds,0.0,0.0
222,Pontianak,ID,-0.03,109.33,75.49,85,62,2.93,broken clouds,0.0,0.0
223,Carmelo,UY,-33.99,-58.29,71.6,53,0,3.36,clear sky,0.0,0.0
224,Rawson,AR,-43.3,-65.1,56.75,37,95,4.12,overcast clouds,0.0,0.0
225,Araouane,ML,18.9,-3.53,100.58,15,70,3.89,broken clouds,0.0,0.0
226,Lingao,CN,19.91,109.69,79.14,86,46,4.23,light rain,0.0,0.0
227,Beringovskiy,RU,63.05,179.32,34.12,96,100,15.39,moderate rain,0.0,0.0
228,Monopoli,IT,40.96,17.29,66.99,39,75,11.41,broken clouds,0.0,0.0
229,Olafsvik,IS,64.89,-23.71,47.12,95,93,15.03,light rain,0.0,0.0
230,Pismo Beach,US,35.14,-120.64,73.99,87,90,5.77,mist,0.0,0.0
231,Esperance,AU,-33.87,121.9,59.0,58,0,16.11,clear sky,0.0,0.0
232,Naqadeh,IR,36.96,45.39,68.04,35,18,3.42,few clouds,0.0,0.0
233,Sambava,MG,-14.27,50.17,76.78,74,51,13.71,broken clouds,0.0,0.0
234,Ahipara,NZ,-35.17,173.17,60.26,91,100,7.11,light rain,0.0,0.0
235,Yarmouth,US,41.71,-70.23,71.6,78,1,10.29,clear sky,0.0,0.0
236,Pangoa,PE,-12.12,-73.0,83.82,49,55,4.23,broken clouds,0.0,0.0
237,Teahupoo,PF,-17.83,-149.27,77.0,88,40,12.08,scattered clouds,0.0,0.0
238,Acapulco,MX,16.86,-99.89,80.6,69,20,10.29,few clouds,0.0,0.0
239,North Bend,US,43.41,-124.22,70.0,82,90,8.05,overcast clouds,0.0,0.0
240,Novoutkinsk,RU,56.99,59.56,51.94,80,15,5.64,few clouds,0.0,0.0
241,Pierre,US,44.37,-100.35,66.99,52,90,10.29,overcast clouds,0.0,0.0
242,Elk City,US,35.41,-99.4,77.0,50,75,13.87,broken clouds,0.0,0.0
243,Mingyue,CN,43.11,128.92,47.75,87,0,2.51,clear sky,0.0,0.0
244,Batagay-Alyta,RU,67.8,130.41,23.5,97,100,12.68,snow,0.0,0.0
245,San Juan,AR,-31.54,-68.54,66.16,31,0,3.71,clear sky,0.0,0.0
246,San Rafael,AR,-34.62,-68.33,61.57,38,0,5.17,clear sky,0.0,0.0
247,Dakar,SN,14.69,-17.44,80.6,74,40,11.41,scattered clouds,0.0,0.0
248,Mecca,SA,21.43,39.83,91.38,27,11,5.08,few clouds,0.0,0.0
249,Ponta Do Sol,PT,32.67,-17.1,69.01,68,69,5.01,broken clouds,0.0,0.0
250,Ciudad Bolivar,VE,8.12,-63.55,94.69,37,100,10.31,overcast clouds,0.0,0.0
251,Itatskiy,RU,56.07,89.04,41.74,81,48,2.53,scattered clouds,0.0,0.0
252,Belmonte,BR,-15.86,-38.88,77.0,57,40,8.05,scattered clouds,0.0,0.0
253,Bengkulu,ID,-3.8,102.27,77.2,86,100,3.22,overcast clouds,0.0,0.0
254,Paita,PE,-5.09,-81.11,80.6,65,1,13.87,clear sky,0.0,0.0
255,Bollnas,SE,61.35,16.39,54.81,47,89,5.26,overcast clouds,0.0,0.0
256,Terrace,CA,54.52,-128.6,48.2,93,90,2.24,mist,0.0,0.0
257,Bubaque,GW,11.28,-15.83,78.75,81,23,14.47,few clouds,0.0,0.0
258,Katsuura,JP,35.13,140.3,63.0,72,75,9.17,broken clouds,0.0,0.0
259,Huilong,CN,31.81,121.66,71.01,93,100,11.95,overcast clouds,0.0,0.0
260,Bambous Virieux,MU,-20.34,57.76,75.2,83,40,14.99,scattered clouds,0.0,0.0
261,Svetlogorsk,BY,52.63,29.73,54.7,80,100,8.28,overcast clouds,0.0,0.0
262,Chudniv,UA,50.05,28.12,52.77,90,100,9.19,overcast clouds,0.0,0.0
263,Pacific Grove,US,36.62,-121.92,61.0,84,0,1.99,clear sky,0.0,0.0
264,Nyurba,RU,63.28,118.33,30.88,91,62,5.88,broken clouds,0.0,0.0
265,Skagen,DK,57.72,10.58,57.0,73,34,11.01,scattered clouds,0.0,0.0
266,Manta,EC,-0.95,-80.73,84.2,62,75,13.87,broken clouds,0.0,0.0
267,Alice Springs,AU,-23.7,133.88,46.4,55,0,4.7,clear sky,0.0,0.0
268,Akureyri,IS,65.68,-18.09,59.0,44,20,14.99,few clouds,0.0,0.0
269,Bonito,BR,-21.12,-56.48,77.65,38,0,5.57,clear sky,0.0,0.0
270,Salinopolis,BR,-0.61,-47.36,85.5,67,37,11.97,scattered clouds,0.0,0.0
271,Cracow,US,43.74,-82.82,73.4,94,90,9.17,overcast clouds,0.0,0.0
272,Elko,US,41.0,-115.5,80.01,33,1,2.59,clear sky,0.0,0.0
273,Vanimo,PG,-2.67,141.3,77.22,88,100,9.57,moderate rain,0.0,0.0
274,Saint Anthony,US,45.02,-93.22,77.0,25,1,13.87,clear sky,0.0,0.0
275,Arvika,SE,59.66,12.59,64.99,39,77,6.93,broken clouds,0.0,0.0
276,Cherskiy,RU,68.75,161.3,44.08,59,83,17.78,broken clouds,0.0,0.0
277,Vestmannaeyjar,IS,63.44,-20.27,48.42,96,100,21.0,overcast clouds,0.0,0.0
278,Grand-Lahou,CI,5.14,-5.02,80.01,87,85,10.16,overcast clouds,0.0,0.0
279,Aseri,EE,59.45,26.87,52.38,68,4,10.0,clear sky,0.0,0.0
280,Kokrajhar,IN,26.4,90.27,74.61,85,29,5.97,scattered clouds,0.0,0.0
281,Norsup,VU,-16.07,167.38,76.75,79,33,9.64,scattered clouds,0.0,0.0
282,Kokopo,PG,-4.35,152.26,76.35,87,0,4.5,clear sky,0.0,0.0
283,Bahia Blanca,AR,-38.72,-62.27,59.63,56,98,8.52,overcast clouds,0.0,0.0
284,Wangqing,CN,43.32,129.76,48.22,87,0,1.48,clear sky,0.0,0.0
285,Laukaa,RU,58.74,29.85,53.01,74,98,6.26,overcast clouds,0.0,0.0
286,Humaita,BR,-7.51,-63.02,88.41,55,81,3.36,broken clouds,0.0,0.0
287,Port Hedland,AU,-20.32,118.57,62.6,88,40,4.68,scattered clouds,0.0,0.0
288,Fenoarivo Atsinanana,MG,-17.37,49.42,71.42,85,4,4.9,clear sky,0.0,0.0
289,Carutapera,BR,-1.2,-46.02,86.11,67,60,9.04,light rain,0.0,0.0
290,Necochea,AR,-38.55,-58.74,57.99,69,98,4.0,overcast clouds,0.0,0.0
291,Vredendal,ZA,-31.67,18.5,58.24,68,42,4.43,scattered clouds,0.0,0.0
292,Maine-Soroa,NE,13.21,12.02,95.92,10,50,10.38,scattered clouds,0.0,0.0
293,Severo-Kurilsk,RU,50.68,156.12,37.87,92,100,18.84,light rain,0.0,0.0
294,Orlik,RU,52.52,99.83,34.86,87,100,8.05,snow,0.0,0.0
295,Kuraymah,SD,18.55,31.85,94.53,10,0,11.41,clear sky,0.0,0.0
296,Petauke,ZM,-14.24,31.33,68.67,67,53,9.73,broken clouds,0.0,0.0
297,Marawi,PH,8.0,124.29,75.0,90,92,4.0,overcast clouds,0.0,0.0
298,Loikaw,MM,19.67,97.21,70.0,76,84,2.28,light rain,0.0,0.0
299,Xining,CN,36.62,101.77,48.74,50,0,3.6,clear sky,0.0,0.0
300,Coos Bay,US,43.37,-124.22,70.0,82,90,8.05,overcast clouds,0.0,0.0
301,Alexandria,EG,31.22,29.96,69.8,64,40,10.29,scattered clouds,0.0,0.0
302,Matagami,CA,49.75,-77.63,80.6,61,75,12.75,broken clouds,0.0,0.0
303,Phan Thiet,VN,10.93,108.1,80.24,85,100,0.83,light rain,0.0,0.0
304,Sarkand,KZ,45.41,79.92,55.15,39,0,2.86,clear sky,0.0,0.0
305,Bardiyah,LY,31.76,25.09,65.17,67,0,14.29,clear sky,0.0,0.0
306,Vostok,RU,46.49,135.88,48.52,100,79,5.61,broken clouds,0.0,0.0
307,Chifeng,CN,42.27,118.96,60.64,59,39,7.78,scattered clouds,0.0,0.0
308,Ketchikan,US,55.34,-131.65,51.8,87,90,5.82,mist,0.0,0.0
