City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
300,Chokurdakh,RU,2020-05-27 12:18:14,70.63,147.92,50.31,46,100,16.51
301,Rondonopolis,BR,2020-05-27 12:18:14,-16.47,-54.64,63.86,65,0,2.3
302,Saint-Francois,FR,2020-05-27 12:18:14,46.42,3.91,75.0,31,9,12.75
303,Vila Franca Do Campo,PT,2020-05-27 12:18:14,37.72,-25.43,69.8,64,75,11.41
304,Praya,CV,2020-05-27 12:18:14,14.92,-23.51,80.6,65,20,6.93
305,Ambon,ID,2020-05-27 12:13:49,-3.7,128.18,81.55,85,55,9.33
306,Cabra,ES,2020-05-27 12:18:14,37.47,-4.44,86.0,36,0,2.71
307,Athens,GR,2020-05-27 12:17:46,37.98,23.72,66.0,59,75,12.26
308,Talas,TR,2020-05-27 12:18:14,38.69,35.55,80.6,22,40,19.46
309,Nuevo Progreso,MX,2020-05-27 12:18:15,23.17,-97.95,75.99,80,82,1.01
310,Atambua,ID,2020-05-27 12:18:15,-9.11,124.89,75.02,89,91,2.59
311,Riohacha,CO,2020-05-27 12:17:03,11.54,-72.91,81.82,77,100,5.55
312,Gigmoto,PH,2020-05-27 12:18:15,13.78,124.39,81.88,85,2,10.11
313,Dingle,PH,2020-05-27 12:18:15,11.0,122.67,82.35,72,20,2.89
314,Kadoma,JP,2020-05-27 12:18:15,34.73,135.58,73.0,60,75,9.17
315,Najran,SA,2020-05-27 12:14:32,17.49,44.13,96.8,19,40,9.17
316,Marsa Matruh,EG,2020-05-27 12:18:15,31.35,27.25,71.6,60,40,12.75
317,Zyryanka,RU,2020-05-27 12:18:15,65.75,150.85,51.91,43,0,17.94
318,Tautira,PF,2020-05-27 12:18:16,-17.73,-149.15,75.2,94,40,4.7
319,Antofagasta,CL,2020-05-27 12:18:16,-23.65,-70.4,60.8,67,90,5.82
320,Taoudenni,ML,2020-05-27 12:18:16,22.68,-3.98,106.72,7,0,8.79
321,Yenagoa,NG,2020-05-27 12:18:16,4.92,6.26,90.88,61,98,3.87
322,Sainte-Rose,GP,2020-05-27 12:18:16,16.33,-61.7,82.4,69,75,12.75
323,Hofn,IS,2020-05-27 12:18:16,64.25,-15.21,48.2,76,75,28.86
324,Albanel,CA,2020-05-27 12:15:38,48.88,-72.45,64.4,93,90,2.24
325,Presidencia Roque Saenz Pena,AR,2020-05-27 12:18:16,-26.79,-60.44,53.85,70,0,7.99
326,Zvishavane,ZW,2020-05-27 12:18:16,-20.33,30.07,79.05,16,0,7.74
327,Road Town,VG,2020-05-27 12:18:17,18.42,-64.62,84.99,74,20,8.05
328,San Juan Del Sur,NI,2020-05-27 12:18:17,11.25,-85.87,80.53,84,100,7.74
329,Den Helder,NL,2020-05-27 12:18:17,52.96,4.76,59.0,67,40,8.05
330,Chifeng,CN,2020-05-27 12:18:17,42.27,118.96,65.28,33,52,3.78
331,Mahanje,TZ,2020-05-27 12:18:17,-9.93,35.33,82.11,51,14,3.74
332,San Cristobal,VE,2020-05-27 12:18:17,7.77,-72.22,68.81,88,100,4.18
333,Batagay-Alyta,RU,2020-05-27 12:18:17,67.8,130.41,37.78,79,100,13.4
334,Guhagar,IN,2020-05-27 12:18:17,17.48,73.19,87.19,66,28,10.29
335,Port Blair,IN,2020-05-27 12:18:17,11.67,92.75,82.71,79,96,10.51
336,Pacifica,US,2020-05-27 12:18:18,37.61,-122.49,63.0,72,1,8.05
337,Tambopata,PE,2020-05-27 12:18:18,-12.73,-69.18,64.71,91,54,1.14
338,Ailigandi,PA,2020-05-27 12:18:18,9.23,-78.02,82.06,82,100,5.17
339,La Reforma,MX,2020-05-27 12:18:18,25.08,-108.05,71.01,90,9,4.43
340,Haimen,CN,2020-05-27 12:18:18,23.19,116.61,78.8,88,75,8.95
341,Tura,IN,2020-05-27 12:18:18,25.52,90.22,77.63,92,23,3.69
342,Necochea,AR,2020-05-27 12:18:18,-38.55,-58.74,48.0,95,18,7.0
343,Morondava,MG,2020-05-27 12:18:18,-20.28,44.28,80.94,61,0,8.46
344,Acapulco,MX,2020-05-27 12:15:59,16.86,-99.89,73.27,72,98,4.41
345,La Ronge,CA,2020-05-27 12:18:18,55.1,-105.28,44.6,100,90,13.87
346,Arinos,BR,2020-05-27 12:18:19,-15.92,-46.11,68.0,57,0,2.3
347,Kigoma,TZ,2020-05-27 12:18:19,-4.88,29.63,84.2,62,20,11.41
348,Svetlogorsk,BY,2020-05-27 12:18:19,52.63,29.73,62.87,65,100,2.8
349,Abonnema,NG,2020-05-27 12:18:19,4.71,6.79,87.8,74,75,3.36
350,Burnie,AU,2020-05-27 12:18:19,-41.07,145.92,55.0,77,83,3.0
351,Khandyga,RU,2020-05-27 12:18:19,62.67,135.6,65.66,58,26,9.24
352,Eydhafushi,MV,2020-05-27 12:18:19,5.1,73.07,83.97,79,68,16.98
353,Sao Bernardo,BR,2020-05-27 12:18:19,-3.36,-42.42,80.82,77,3,5.19
354,Tuy Hoa,VN,2020-05-27 12:18:19,13.08,109.3,81.91,84,61,2.01
355,Tocopilla,CL,2020-05-27 12:16:00,-22.09,-70.2,63.18,49,3,1.99
356,Krasnoyarsk,RU,2020-05-27 12:16:55,56.01,92.79,46.4,70,40,13.42
357,Esmeraldas,BR,2020-05-27 12:17:36,-19.76,-44.31,60.8,51,0,5.82
358,Vardo,NO,2020-05-27 12:18:20,70.37,31.11,55.4,50,95,16.11
359,Swidwin,PL,2020-05-27 12:18:20,53.77,15.78,66.99,48,17,1.99
360,Saldanha,ZA,2020-05-27 12:18:20,-33.01,17.94,59.0,62,50,12.75
361,Laredo,US,2020-05-27 12:13:40,27.51,-99.51,73.4,94,1,10.29
362,Bermeo,ES,2020-05-27 12:18:20,43.42,-2.72,79.0,47,0,9.17
363,Linjiang,CN,2020-05-27 12:18:20,41.81,126.91,52.86,86,97,2.98
364,Meulaboh,ID,2020-05-27 12:18:20,4.14,96.13,82.4,81,88,3.4
365,Katobu,ID,2020-05-27 12:18:21,-4.94,122.53,76.93,91,96,1.03
366,Sitka,US,2020-05-27 12:18:21,57.05,-135.33,39.2,93,1,2.71
367,Lagunillas,VE,2020-05-27 12:18:21,10.13,-71.26,82.27,83,99,4.59
368,Gold Coast,AU,2020-05-27 12:13:56,-28.0,153.43,63.0,93,24,5.82
369,Hambantota,LK,2020-05-27 12:18:21,6.12,81.12,83.75,77,98,19.26
370,Simao,CN,2020-05-27 12:17:38,22.79,100.97,71.06,65,73,0.43
371,Ler,SS,2020-05-27 12:18:22,8.3,30.14,100.2,33,5,3.74
372,Roald,NO,2020-05-27 12:18:22,62.58,6.13,51.8,76,75,21.92
373,Ormara,PK,2020-05-27 12:18:22,25.21,64.64,88.02,71,5,26.13
374,Kidal,ML,2020-05-27 12:18:22,18.44,1.41,100.0,17,100,15.03
375,Chalchihuites,MX,2020-05-27 12:18:22,23.48,-103.88,60.01,57,100,1.88
376,Seymchan,RU,2020-05-27 12:18:22,62.88,152.43,41.45,65,27,9.1
377,Ust-Nera,RU,2020-05-27 12:18:22,64.57,143.2,47.37,70,90,3.24
378,Vao,NC,2020-05-27 12:18:22,-22.67,167.48,73.85,80,92,12.37
379,Chenghai,CN,2020-05-27 12:18:22,23.46,116.77,78.8,88,75,8.95
380,Darhan,MN,2020-05-27 12:18:23,49.49,105.92,57.31,89,95,11.68
381,Kyren,RU,2020-05-27 12:18:23,51.68,102.14,41.74,78,100,3.96
382,Alofi,NU,2020-05-27 12:18:23,-19.06,-169.92,73.4,94,100,4.7
383,Faya,SA,2020-05-27 12:18:23,18.39,42.45,80.6,21,75,6.93
384,Hare Bay,CA,2020-05-27 12:18:23,48.85,-54.01,44.6,100,90,13.87
385,Toktogul,KG,2020-05-27 12:18:23,41.87,72.94,64.0,90,0,2.33
386,Teofilo Otoni,BR,2020-05-27 12:18:23,-17.86,-41.51,70.11,57,0,3.04
387,Santiago Del Estero,AR,2020-05-27 12:15:50,-27.8,-64.26,54.54,52,0,11.32
388,Airai,TL,2020-05-27 12:18:24,-8.93,125.41,61.86,100,100,1.12
389,Longhua,CN,2020-05-27 12:18:24,23.61,114.19,77.77,86,28,2.19
390,Inta,RU,2020-05-27 12:18:24,66.03,60.17,59.83,39,100,2.62
391,Nuuk,GL,2020-05-27 12:18:24,64.18,-51.72,37.4,86,75,9.17
392,Seddon,AU,2020-05-27 12:18:24,-37.81,144.89,57.0,82,90,11.41
393,Sovetskiy,RU,2020-05-27 12:18:24,61.36,63.58,66.42,45,96,7.47
394,Bubaque,GW,2020-05-27 12:18:24,11.28,-15.83,79.16,74,42,9.66
395,Nador,MA,2020-05-27 12:13:50,35.17,-2.93,71.6,78,90,10.29
396,Kamloops,CA,2020-05-27 12:18:25,50.67,-120.32,39.0,88,15,1.99
397,Booue,GA,2020-05-27 12:18:25,-0.09,11.94,88.47,66,97,2.37
398,Turayf,SA,2020-05-27 12:18:25,31.67,38.66,98.6,16,4,23.04
399,Dmitriyevskaya,RU,2020-05-27 12:18:25,45.66,40.77,76.03,63,26,14.83
400,Asyut,EG,2020-05-27 12:16:04,27.18,31.18,87.8,33,0,17.22
401,Port Macquarie,AU,2020-05-27 12:18:25,-31.43,152.92,57.99,92,8,7.4
402,Miri,MY,2020-05-27 12:14:28,4.41,114.01,78.8,94,75,4.7
403,Baghmara,IN,2020-05-27 12:18:25,23.8,86.21,104.14,13,83,10.31
404,San Francisco,US,2020-05-27 12:15:20,37.77,-122.42,64.99,72,1,8.05
405,Belmonte,BR,2020-05-27 12:18:25,-15.86,-38.88,75.2,88,75,3.36
406,Velsk,RU,2020-05-27 12:18:26,61.07,42.1,62.73,55,90,1.45
407,Mamallapuram,IN,2020-05-27 12:18:26,12.63,80.17,93.2,71,20,11.41
408,Isangel,VU,2020-05-27 12:18:26,-19.55,169.27,75.2,83,20,6.6
409,Miguel Calmon,BR,2020-05-27 12:18:26,-11.43,-40.59,80.2,69,97,1.61
410,Ayan,RU,2020-05-27 12:18:26,56.45,138.17,36.27,97,100,4.83
411,Mortka,RU,2020-05-27 12:18:26,59.33,66.02,67.48,39,52,5.14
412,Ntchisi,MW,2020-05-27 12:18:26,-13.53,33.91,84.2,42,75,11.41
413,Luohe,CN,2020-05-27 12:18:26,33.57,114.04,81.52,19,99,6.35
414,Tingi,TZ,2020-05-27 12:18:26,-11.3,35.03,78.91,59,14,1.12
415,Swellendam,ZA,2020-05-27 12:18:26,-34.02,20.44,62.6,42,32,12.75
416,Pilar,BR,2020-05-27 12:17:33,-9.6,-35.96,80.6,83,19,2.24
417,Kokopo,PG,2020-05-27 12:18:27,-4.35,152.26,78.17,86,100,6.06
418,Katsuura,JP,2020-05-27 12:18:27,35.13,140.3,71.01,78,90,13.22
419,Chanute,US,2020-05-27 12:17:11,37.68,-95.46,64.4,93,90,4.56
420,Phibun Mangsahan,TH,2020-05-27 12:18:27,15.24,105.23,95.0,62,40,6.93
421,Awbari,LY,2020-05-27 12:18:27,26.59,12.78,97.27,18,85,10.65
422,Arcata,US,2020-05-27 12:16:46,40.87,-124.08,55.0,100,90,3.36
423,Sola,VU,2020-05-27 12:18:27,-13.88,167.55,82.4,83,90,6.93
424,Chicama,PE,2020-05-27 12:18:27,-7.84,-79.15,68.38,80,57,3.22
425,Saurikh,IN,2020-05-27 12:18:28,27.03,79.49,112.15,9,62,4.41
426,Tokur,RU,2020-05-27 12:18:28,53.13,132.9,54.34,55,98,2.1
427,Atar,MR,2020-05-27 12:18:28,20.52,-13.05,102.87,9,0,5.55
428,Puerto Escondido,MX,2020-05-27 12:18:28,15.85,-97.07,75.2,73,75,6.93
429,Praia,CV,2020-05-27 12:18:28,14.92,-23.51,80.6,65,20,6.93
430,Sibolga,ID,2020-05-27 12:18:28,1.74,98.78,80.58,75,87,1.1
431,Kariba,ZW,2020-05-27 12:18:28,-16.52,28.8,81.05,38,0,6.98
432,Northam,GB,2020-05-27 12:18:28,51.03,-4.22,68.0,64,14,5.99
433,Ayr,GB,2020-05-27 12:17:46,55.46,-4.63,60.8,63,20,3.36
434,Guerrero Negro,MX,2020-05-27 12:18:29,27.98,-114.06,62.04,89,0,7.2
435,Pushkinskiye Gory,RU,2020-05-27 12:18:29,57.02,28.91,66.78,41,75,5.37
436,The Valley,AI,2020-05-27 12:17:43,18.22,-63.06,84.2,74,20,10.29
437,Progreso,MX,2020-05-27 12:18:29,21.28,-89.67,75.99,94,90,6.93
438,Mayo,US,2020-05-27 12:18:29,38.89,-76.51,64.99,100,90,3.36
439,Pacasmayo,PE,2020-05-27 12:18:29,-7.4,-79.57,67.15,85,88,6.22
440,Alice Springs,AU,2020-05-27 12:18:29,-23.7,133.88,59.0,44,53,6.93
441,Mahebourg,MU,2020-05-27 12:18:29,-20.41,57.7,78.8,74,40,11.41
442,Teeli,RU,2020-05-27 12:18:29,51.03,90.23,56.21,37,82,13.09
443,Adilcevaz,TR,2020-05-27 12:18:29,38.8,42.73,66.2,52,40,5.82
444,Iguguno,TZ,2020-05-27 12:18:30,-4.57,34.63,83.57,36,8,5.37
445,Podor,MR,2020-05-27 12:18:30,16.65,-14.96,107.6,19,38,2.24
446,Galbshtadt,RU,2020-05-27 12:18:30,53.23,78.98,62.82,42,0,14.58
447,Vila Velha,BR,2020-05-27 12:16:54,-20.33,-40.29,73.0,82,0,2.24
448,San Juan,AR,2020-05-27 12:14:22,-31.54,-68.54,53.26,42,0,3.53
449,Lorengau,PG,2020-05-27 12:18:30,-2.02,147.27,83.23,69,33,5.26
450,Palasa,IN,2020-05-27 12:18:30,18.77,84.42,88.07,64,40,16.96
451,Jardim,BR,2020-05-27 12:18:30,-21.48,-56.14,57.51,67,0,4.0
452,Noyon,FR,2020-05-27 12:18:30,49.58,3.0,73.99,43,15,12.75
453,Juruti,BR,2020-05-27 12:18:30,-2.15,-56.09,80.87,76,97,2.08
454,Tambun,ID,2020-05-27 12:18:31,-6.26,107.07,86.0,66,40,9.17
455,Nishihara,JP,2020-05-27 12:18:31,26.18,127.76,77.0,83,90,4.7
456,Padang,ID,2020-05-27 12:18:12,-0.95,100.35,81.54,72,99,1.25
457,Nantucket,US,2020-05-27 12:18:31,41.28,-70.1,59.0,100,90,6.93
458,Xuanhua,CN,2020-05-27 12:18:31,40.61,115.04,69.24,24,0,1.72
459,Kukshi,IN,2020-05-27 12:18:31,22.2,74.75,108.68,14,95,15.79
460,Nardaran,AZ,2020-05-27 12:18:31,40.56,50.01,82.4,30,0,4.7
461,Vagur,FO,2020-05-27 12:18:31,61.47,-6.81,47.34,77,76,18.72
462,San Jose,US,2020-05-27 12:16:27,37.34,-121.89,68.0,77,1,3.36
463,Solnechnyy,RU,2020-05-27 12:18:32,50.72,136.63,57.61,59,45,5.59
464,Fort Nelson,CA,2020-05-27 12:18:32,58.81,-122.7,47.73,59,94,3.47
465,Anzio,IT,2020-05-27 12:18:32,41.49,12.62,75.0,42,0,10.0
466,Salzgitter,DE,2020-05-27 12:18:32,52.15,10.33,71.6,37,54,8.05
467,Albion,US,2020-05-27 12:18:32,42.24,-84.75,70.0,88,1,4.7
468,Tirau,NZ,2020-05-27 12:18:32,-37.98,175.75,46.0,90,74,1.99
469,Bageshwar,IN,2020-05-27 12:18:32,29.85,79.77,87.76,18,82,6.44
470,Adrar,MR,2020-05-27 12:18:32,20.5,-10.07,101.39,8,0,5.41
471,Fortuna,US,2020-05-27 12:18:32,40.6,-124.16,54.0,100,90,6.93
472,Mushie,CD,2020-05-27 12:18:32,-3.02,16.9,94.51,44,81,3.2
473,Christchurch,NZ,2020-05-27 12:18:33,-43.53,172.63,37.0,100,90,2.24
474,Yeppoon,AU,2020-05-27 12:18:33,-23.13,150.73,55.4,76,38,4.43
475,Acari,PE,2020-05-27 12:18:33,-15.43,-74.62,68.88,62,55,2.26
476,Sri Aman,MY,2020-05-27 12:18:33,1.24,111.46,78.8,100,100,1.81
477,Banyo,CM,2020-05-27 12:18:33,6.75,11.82,82.62,59,94,7.14
478,Tuskegee,US,2020-05-27 12:18:33,32.42,-85.69,70.0,100,92,1.99
479,Gimli,CA,2020-05-27 12:18:33,50.63,-96.99,63.0,72,0,5.01
480,Basavana Bagevadi,IN,2020-05-27 12:18:33,16.58,75.97,104.43,14,28,10.2
481,Gladstone,AU,2020-05-27 12:15:26,-23.85,151.25,57.2,76,67,1.41
482,Komsomolskiy,UZ,2020-05-27 12:18:34,40.43,71.72,96.8,16,0,6.93
483,Nchelenge,ZM,2020-05-27 12:18:34,-9.35,28.73,80.91,51,33,5.84
484,Manadhoo,MV,2020-05-27 12:18:34,5.77,73.38,84.65,77,51,17.38
485,Ponta Delgada,PT,2020-05-27 12:18:34,37.73,-25.67,69.8,64,75,11.41
486,Aripuana,BR,2020-05-27 12:15:38,-9.17,-60.63,69.84,76,1,3.62
487,Asuncion Nochixtlan,MX,2020-05-27 12:18:34,17.47,-97.23,56.7,81,74,2.35
488,Diego De Almagro,CL,2020-05-27 12:18:34,-26.37,-70.05,53.13,62,0,1.07
489,Kurilsk,RU,2020-05-27 12:18:34,45.23,147.88,46.56,92,100,3.33
490,Camabatela,AO,2020-05-27 12:18:34,-8.19,15.38,86.72,37,5,5.32
491,Rafaela,AR,2020-05-27 12:18:34,-31.25,-61.49,53.01,52,0,4.0
492,Outjo,NA,2020-05-27 12:18:34,-20.12,16.15,80.64,16,0,9.62
493,Kailua,US,2020-05-27 12:18:35,21.4,-157.74,80.6,61,1,6.93
494,Ancud,CL,2020-05-27 12:18:35,-41.87,-73.82,44.01,100,24,3.36
495,Harenkarspel,NL,2020-05-27 12:18:35,52.73,4.78,66.0,68,1,3.0
496,Whyalla,AU,2020-05-27 12:18:35,-33.03,137.58,59.0,67,82,3.36
497,Kokomo,US,2020-05-27 12:14:41,40.49,-86.13,70.0,100,90,3.36
498,Araxa,BR,2020-05-27 12:18:35,-19.59,-46.94,50.0,81,0,2.24
499,Sao Joao Da Barra,BR,2020-05-27 12:18:35,-21.64,-41.05,64.4,88,0,4.7
500,Victor Harbor,AU,2020-05-27 12:18:35,-35.57,138.62,51.01,93,18,3.38
501,Salou,ES,2020-05-27 12:18:35,41.08,1.14,77.0,50,7,11.41
502,Cedral,MX,2020-05-27 12:18:35,23.8,-100.73,64.87,77,100,7.29
503,Male,MV,2020-05-27 12:15:14,4.17,73.51,86.0,79,75,13.87
504,Surgut,RU,2020-05-27 12:18:36,61.25,73.42,57.2,36,74,6.71
505,Kovernino,RU,2020-05-27 12:18:36,57.13,43.81,57.11,74,89,6.64
506,Half Moon Bay,US,2020-05-27 12:18:36,37.46,-122.43,64.99,77,1,3.36
507,Northfield,US,2020-05-27 12:15:03,44.46,-93.16,66.2,93,90,6.93
508,Avarua,CK,2020-05-27 12:18:36,-21.21,-159.78,66.2,93,1,1.12
509,Port-Gentil,GA,2020-05-27 12:18:36,-0.72,8.78,86.0,74,40,16.11
510,Kautokeino,NO,2020-05-27 12:18:36,69.01,23.04,38.28,96,100,3.02
511,Predivinsk,RU,2020-05-27 12:18:36,57.07,93.44,49.82,55,90,9.91
512,Manggar,ID,2020-05-27 12:18:36,-2.88,108.27,82.09,81,99,3.8
513,Mpika,ZM,2020-05-27 12:18:37,-11.83,31.45,79.25,41,34,4.23
514,Altamira,BR,2020-05-27 12:18:37,-3.2,-52.21,77.0,100,20,2.26
515,Klaksvik,FO,2020-05-27 12:18:37,62.23,-6.59,48.2,66,75,16.11
516,Lazaro Cardenas,MX,2020-05-27 12:18:37,17.96,-102.2,68.04,80,5,5.28
517,Salinas,US,2020-05-27 12:18:37,36.68,-121.66,60.8,87,1,1.12
518,Bengkulu,ID,2020-05-27 12:17:46,-3.8,102.27,80.1,82,100,0.98
519,Patur,IN,2020-05-27 12:18:37,20.45,76.93,107.55,11,59,19.01
520,Tommot,RU,2020-05-27 12:18:37,58.96,126.29,66.09,42,92,6.67
521,Tahta,EG,2020-05-27 12:18:38,26.77,31.5,95.0,17,0,12.75
522,Sume,BR,2020-05-27 12:18:38,-7.67,-36.88,77.61,74,24,4.94
523,Yar-Sale,RU,2020-05-27 12:18:38,66.83,70.83,53.64,41,96,6.71
524,Linares,CL,2020-05-27 12:18:38,-35.85,-71.6,47.68,92,2,1.43
525,Boende,CD,2020-05-27 12:18:38,-0.22,20.87,88.48,61,94,1.03
526,Port Moresby,PG,2020-05-27 12:18:38,-9.44,147.18,78.8,94,75,11.41
527,Huarmey,PE,2020-05-27 12:18:38,-10.07,-78.15,66.6,81,2,4.12
528,Cody,US,2020-05-27 12:18:38,44.53,-109.06,59.0,62,90,5.82
529,Tabuk,PH,2020-05-27 12:18:38,17.42,121.44,78.46,84,72,3.83
530,Kokkola,FI,2020-05-27 12:18:38,63.84,23.13,50.0,93,90,5.82
531,Pokhara,NP,2020-05-27 12:18:38,28.23,83.98,66.9,75,92,7.36
532,Aklavik,CA,2020-05-27 12:18:38,68.22,-135.01,33.8,80,40,9.17
533,Lokosovo,RU,2020-05-27 12:18:39,61.13,74.82,56.17,37,69,9.57
534,Sao Filipe,CV,2020-05-27 12:18:39,14.9,-24.5,77.94,64,0,6.06
535,Grindavik,IS,2020-05-27 12:18:39,63.84,-22.43,46.4,81,90,26.4
536,Naze,JP,2020-05-27 12:18:39,28.37,129.48,75.2,94,90,5.82
537,Kholodnyy,RU,2020-05-27 12:18:39,62.72,147.95,40.1,67,32,7.92
538,Jalu,LY,2020-05-27 12:18:39,29.03,21.55,87.89,19,0,7.78
539,Varhaug,NO,2020-05-27 12:18:39,58.61,5.65,53.6,76,75,16.11
540,Taitung,TW,2020-05-27 12:18:39,22.76,121.14,78.8,88,75,3.36
541,Pocoes,BR,2020-05-27 12:18:39,-14.53,-40.37,77.36,66,1,2.86
542,Mahon,ES,2020-05-27 12:18:40,39.89,4.27,77.0,47,20,11.41
543,El Alto,PE,2020-05-27 12:18:40,-4.27,-81.21,67.73,86,84,9.1
544,Ortakoy,TR,2020-05-27 12:18:40,38.74,34.04,82.4,21,40,10.29
545,Mozarlandia,BR,2020-05-27 12:18:40,-14.74,-50.57,65.88,64,0,5.14
546,Canutama,BR,2020-05-27 12:18:40,-6.53,-64.38,74.1,83,71,2.95
547,Ola,RU,2020-05-27 12:18:40,59.58,151.28,38.73,75,16,12.64
548,Oussouye,SN,2020-05-27 12:18:40,12.48,-16.55,91.4,69,47,6.93
549,Kalmunai,LK,2020-05-27 12:18:40,7.42,81.82,86.04,76,78,5.19
550,Gisborne,NZ,2020-05-27 12:18:40,-38.65,178.0,52.0,84,94,1.99
551,Sabratah,LY,2020-05-27 12:18:40,32.79,12.49,75.69,53,8,13.02
552,Benton Harbor,US,2020-05-27 12:18:40,42.12,-86.45,70.0,88,1,6.2
553,Tazovskiy,RU,2020-05-27 12:18:41,67.47,78.7,44.82,57,3,11.63
554,San Lorenzo,PY,2020-05-27 12:18:41,-25.33,-57.53,50.0,93,0,5.7
555,Atikokan,CA,2020-05-27 12:18:41,48.76,-91.62,57.9,95,100,4.88
556,Tagab,AF,2020-05-27 12:18:41,34.85,69.65,86.0,17,20,25.28
557,Buala,SB,2020-05-27 12:18:41,-8.14,159.59,81.55,80,19,6.46
558,Orchard Homes,US,2020-05-27 12:18:06,46.86,-114.05,45.0,87,1,1.7
559,Sorong,ID,2020-05-27 12:18:42,-0.88,131.25,79.95,86,100,5.99
560,Neiafu,TO,2020-05-27 12:18:42,-18.65,-173.98,68.0,100,20,10.42
561,Wonthaggi,AU,2020-05-27 12:18:42,-38.6,145.59,55.99,83,89,12.39
562,Mtsensk,RU,2020-05-27 12:18:42,53.28,36.57,61.63,67,64,3.96
563,Vanavara,RU,2020-05-27 12:18:42,60.34,102.28,44.29,72,100,10.74
564,Lavrentiya,RU,2020-05-27 12:18:42,65.58,-171.0,33.84,93,80,8.14
565,Pascagoula,US,2020-05-27 12:18:42,30.37,-88.56,75.2,94,90,5.97
566,Teaca,RO,2020-05-27 12:18:42,46.92,24.52,63.0,55,20,4.7
567,Mnogovershinnyy,RU,2020-05-27 12:18:43,53.94,139.92,37.36,99,99,3.8
568,Tabas,IR,2020-05-27 12:18:43,33.6,56.92,102.2,10,0,6.93
569,Rawson,AR,2020-05-27 12:14:32,-43.3,-65.1,51.08,46,95,15.99
570,Tromso,NO,2020-05-27 12:18:43,69.65,18.96,50.0,57,40,32.21
571,Chornobay,UA,2020-05-27 12:18:43,49.67,32.32,63.16,68,51,2.3
572,Somerton,US,2020-05-27 12:15:09,32.6,-114.71,75.2,27,0,8.05
573,Bredy,RU,2020-05-27 12:18:43,52.42,60.34,76.15,40,0,15.75
574,Brazzaville,CG,2020-05-27 12:18:43,-4.27,15.28,89.6,66,20,4.7
575,Caninde,BR,2020-05-27 12:18:43,-4.36,-39.31,80.44,77,28,2.13
576,Pisco,PE,2020-05-27 12:18:44,-13.7,-76.22,64.4,88,90,3.36
577,Leirvik,NO,2020-05-27 12:18:44,59.78,5.5,55.4,66,40,12.75
578,Weligama,LK,2020-05-27 12:18:44,5.97,80.42,81.41,84,96,12.06
579,Polson,US,2020-05-27 12:18:44,47.69,-114.16,46.0,99,14,1.99
580,Springdale,US,2020-05-27 12:17:08,36.19,-94.13,63.0,100,90,1.68
581,Zalantun,CN,2020-05-27 12:18:44,48.0,122.72,61.48,40,0,3.91
582,Sosnowiec,PL,2020-05-27 12:18:44,50.29,19.1,68.0,46,20,10.87
583,Kampot,KH,2020-05-27 12:18:44,10.62,104.18,86.0,74,20,5.82
584,Omboue,GA,2020-05-27 12:18:44,-1.57,9.26,83.03,77,92,11.68
